,Compound,Date,Negative,Neutral,Positive,Source,Text
439,0.0,2018-02-26 16:17:55,1.0,0.0,0.0,CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
438,0.0,2018-02-26 16:52:01,1.0,0.0,0.0,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
437,-0.5423,2018-02-26 16:53:56,0.816,0.184,0.0,CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
436,0.9359,2018-02-26 18:20:16,0.571,0.0,0.429,CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…
435,0.784,2018-02-26 18:32:36,0.734,0.0,0.266,CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
434,0.4482,2018-02-26 19:53:41,0.895,0.0,0.105,CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…"
433,0.0,2018-02-26 21:08:30,1.0,0.0,0.0,CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
432,0.0,2018-02-26 22:50:32,1.0,0.0,0.0,CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
431,0.5562,2018-02-27 03:23:47,0.848,0.0,0.152,CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
430,0.4404,2018-02-28 19:08:30,0.884,0.0,0.116,CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
429,0.0,2018-02-28 19:56:58,1.0,0.0,0.0,CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
428,0.0,2018-03-01 01:04:52,1.0,0.0,0.0,CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
427,0.0,2018-03-01 13:50:11,1.0,0.0,0.0,CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
426,0.6908,2018-03-01 14:15:29,0.725,0.0,0.275,CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
425,0.7717,2018-03-01 14:29:20,0.675,0.0,0.325,CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
424,0.5994,2018-03-01 14:36:21,0.822,0.0,0.178,CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
423,0.4885,2018-03-01 18:10:50,0.615,0.151,0.234,CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
422,0.8591,2018-03-01 18:11:50,0.462,0.0,0.538,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
421,0.4547,2018-03-01 18:12:57,0.749,0.092,0.159,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
420,-0.6981,2018-03-01 18:59:01,0.79,0.21,0.0,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
339,0.4939,2018-03-02 18:45:00,0.849,0.0,0.151,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
338,0.7096,2018-03-02 20:30:01,0.718,0.0,0.282,CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
337,0.7096,2018-03-02 22:30:01,0.753,0.0,0.247,CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
336,0.0,2018-03-03 20:55:20,1.0,0.0,0.0,CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
335,0.4404,2018-03-04 08:05:26,0.884,0.0,0.116,CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
334,0.3818,2018-03-05 22:16:43,0.833,0.0,0.167,CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
333,0.6705,2018-03-06 18:10:59,0.756,0.0,0.244,CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
332,0.0,2018-03-07 17:06:02,1.0,0.0,0.0,CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
331,-0.2023,2018-03-07 18:39:10,0.619,0.23,0.15,CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
330,0.4926,2018-03-08 17:03:04,0.868,0.0,0.132,CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
329,0.8625,2018-03-08 18:00:49,0.664,0.0,0.336,CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
328,0.0,2018-03-09 16:02:27,1.0,0.0,0.0,CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
327,0.8658,2018-03-09 18:27:28,0.553,0.0,0.447,CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
326,0.4215,2018-03-09 21:10:21,0.823,0.0,0.177,CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
325,0.1275,2018-03-09 22:24:20,0.795,0.092,0.113,CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
324,0.4926,2018-03-09 22:48:26,0.883,0.0,0.117,CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
323,0.0,2018-03-12 01:20:43,1.0,0.0,0.0,CBS,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
322,0.2244,2018-03-12 18:13:28,0.917,0.0,0.083,CBS,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
321,0.539,2018-03-13 14:15:10,0.821,0.0,0.179,CBS,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
320,0.3612,2018-03-13 18:48:52,0.857,0.0,0.143,CBS,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
239,0.6696,2018-03-14 19:30:01,0.781,0.0,0.219,CBS,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
238,0.6115,2018-03-15 14:32:16,0.734,0.0,0.266,CBS,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
237,0.6514,2018-03-15 16:42:41,0.806,0.0,0.194,CBS,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
236,-0.4939,2018-03-15 17:20:26,0.766,0.157,0.077,CBS,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
235,0.7088,2018-03-15 17:54:06,0.763,0.0,0.237,CBS,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
234,0.6514,2018-03-16 16:28:40,0.822,0.0,0.178,CBS,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
233,0.0,2018-03-16 18:15:53,1.0,0.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
232,0.296,2018-03-16 22:53:21,0.896,0.0,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
231,0.7096,2018-03-17 14:00:03,0.753,0.0,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
230,0.6166,2018-03-17 17:42:43,0.839,0.0,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
229,0.0,2018-03-17 19:00:02,1.0,0.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
228,0.1867,2018-03-18 17:09:53,0.92,0.0,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
227,0.6514,2018-03-18 18:05:43,0.787,0.0,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
226,0.0,2018-03-18 23:44:30,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
225,0.7845,2018-03-19 21:02:26,0.619,0.072,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
224,0.0,2018-03-20 16:11:00,1.0,0.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
223,0.5562,2018-03-20 16:52:42,0.826,0.0,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
222,0.0,2018-03-20 17:58:43,1.0,0.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
221,0.5106,2018-03-20 20:00:01,0.858,0.0,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
220,0.0,2018-03-21 18:00:01,1.0,0.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
139,0.636,2018-03-22 00:23:38,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
39,0.636,2018-03-22 00:23:38,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
419,0.0516,2018-03-22 18:30:09,0.625,0.159,0.216,BBC,"Tai chi has been recommended to help people with the chronic pain condition fibromyalgia. 

https://t.co/uYDlKfWbt7 https://t.co/Y7P9ceP82j"
418,0.0,2018-03-22 19:04:04,1.0,0.0,0.0,BBC,Go behind-the-scenes at @TheBigCatSanct where expert Giles Clark is hand-rearing a jaguar cub. 🐾… https://t.co/0hDQP6X1wA
417,-0.6486,2018-03-22 20:30:01,0.798,0.202,0.0,BBC,"In 1918, the very first signs of the Spanish Flu pandemic were kept under wraps. So how did the deadly illness get… https://t.co/zuZryXLihL"
38,0.7081,2018-03-22 20:52:02,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
138,0.7081,2018-03-22 20:52:02,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
416,0.0,2018-03-22 21:20:05,1.0,0.0,0.0,BBC,🖋 The artist reimagining Islamic calligraphy for the 21st Century: https://t.co/wgbVwZLDEa #Civilisations https://t.co/nxW6Sokjdn
415,0.2732,2018-03-22 21:30:01,0.884,0.0,0.116,BBC,"Istanbul's Blue Mosque looks spectacular. @wmarybeard looks at the art, meaning and significance of calligraphy the… https://t.co/Mv3voUkcvc"
414,0.1511,2018-03-22 21:39:27,0.85,0.0,0.15,BBC,"RT @BBCOne: All hail queen Kat! 🙌👑 

#EastEnders @BBCEastenders https://t.co/PLmAc53L6t"
37,0.0,2018-03-22 22:10:29,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
137,0.0,2018-03-22 22:10:29,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
413,0.0,2018-03-23 08:33:01,1.0,0.0,0.0,BBC,"Meet the first polar bear cub to be born in the UK in 25 years. 😍
https://t.co/njq1r6eONE"
412,0.765,2018-03-23 09:30:03,0.583,0.0,0.417,BBC,"Would you want secret helpers like these to help you out in nerve-wracking situations? #TheSecretHelpers 
https://t.co/ua2X4vxKR3"
411,0.8555,2018-03-23 10:03:03,0.657,0.0,0.343,BBC,"Scrolling through headlines, the world can feel like a pretty dark place. So here are nine reasons to be happy. 😊 🎉… https://t.co/KrNoB0qaqC"
410,-0.6016,2018-03-23 10:33:01,0.813,0.187,0.0,BBC,"Friday night is CELEBRITY FIGHT NIGHT! 🥊🥊

Who'll be victorious? Tune in to #SportRelief to find out!

https://t.co/9ZhgNGmxOD"
409,0.2648,2018-03-23 11:30:05,0.897,0.0,0.103,BBC,☕️🍰Some blueberry muffins sold by cafes and supermarkets contain more than the recommended daily intake of sugar fo… https://t.co/9bh6K8aMH2
408,0.3612,2018-03-23 11:42:43,0.872,0.0,0.128,BBC,"RT @sportrelief: It looks like #TeamGryffindor are storming ahead in the #HogwartsLeague in the #SportRelief app. 

#TeamHufflepuff, #TeamS…"
407,0.0,2018-03-23 11:42:48,1.0,0.0,0.0,BBC,RT @BBCTwo: Our entire weekend plans. 😴👇 #BigCatsAboutTheHouse https://t.co/vl0zUcCdmI
406,-0.2006,2018-03-23 11:42:51,0.754,0.139,0.107,BBC,RT @BBCRadio2: 👻 “I thought the script was really frightening and original.” Martin Freeman chats to @achrisevans about his creepy new film…
405,0.0,2018-03-23 11:42:55,1.0,0.0,0.0,BBC,RT @BBCSport: He was one of English football's first black players and the British Army's first ever black officer to command white troops.…
404,0.4939,2018-03-23 13:03:02,0.741,0.0,0.259,BBC,"Want to get creative this weekend? Here's how to make a hooky rug. 
#MakeCraftBritain 
https://t.co/uqibyP09s7"
403,0.6114,2018-03-23 13:33:04,0.8,0.0,0.2,BBC,Spring is here! 🌱🌸🥦 Make the most of seasonal ingredients with these delicious soup recipes. https://t.co/fXp7eJXoJc https://t.co/hA1b2bdSrd
402,-0.4767,2018-03-23 14:00:02,0.871,0.129,0.0,BBC,"How would you react if you woke up and found Michael McIntyre and Peppa Pig in your bedroom? 

Poor @AndyMurray…

S… https://t.co/7ZP0hUYeKr"
401,0.5994,2018-03-23 14:03:08,0.813,0.0,0.187,BBC,These beautiful photographs reveal how refugees in Tyneside have turned to the healing powers of gardening. 🌿📸… https://t.co/2gq0t9FnIR
400,-0.4479,2018-03-23 14:33:40,0.828,0.172,0.0,BBC,"RT @BBCOne: No @andy_murray, this is not a dream. @GeriHalliwell really IS in your bedroom making you sing Spice Girls songs 🎤

@sportrelie…"
319,0.7783,2018-03-23 16:00:12,0.714,0.0,0.286,BBC,"Meet Australian maths teacher Eddie Woo, who has won fans worldwide with his high-energy lessons, posted on YouTube… https://t.co/vTfNDZzA3b"
318,0.0,2018-03-23 16:27:45,1.0,0.0,0.0,BBC,"RT @BBCWales: A #DanceForParkinsons session with @ndcwales for @GetCreativeUK in #Cardiff this week 

Find out what’s happening on the fina…"
317,0.0,2018-03-23 17:02:01,1.0,0.0,0.0,BBC,"Your week, as told by @louistheroux. 📆😂
https://t.co/Ae6bDBpIBW"
316,0.0,2018-03-23 17:33:03,1.0,0.0,0.0,BBC,"Tonight, @GaryLineker, @ThisisDavina and @OreOduba kick off the biggest ever night of @sportrelief! ️⚽️✨🚴🎉… https://t.co/tgbpC76heP"
315,-0.296,2018-03-23 18:03:04,0.864,0.136,0.0,BBC,From @taylorswift13 to @Beyonce: these are the secretive musicians who avoid interviews. 🎤🤐 https://t.co/nqOmaVMzoo https://t.co/sbDga7L5cp
314,0.0,2018-03-23 19:07:00,1.0,0.0,0.0,BBC,"RT @BBCOne: .@GaryLineker, @OreOduba, @ThisisDavina &amp; more kick off the biggest ever night of #SportRelief now on @bbcone. @sportrelief 
Fo…"
36,0.8997,2018-03-23 22:32:48,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
136,0.8997,2018-03-23 22:32:48,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
35,0.4939,2018-03-23 22:33:04,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
135,0.4939,2018-03-23 22:33:04,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
134,0.6996,2018-03-23 22:33:52,0.806,0.0,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
34,0.6996,2018-03-23 22:33:52,0.806,0.0,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
313,0.0,2018-03-24 08:33:02,1.0,0.0,0.0,BBC,"Meet Alexandre, one of the only male performers of ‘baladi’ – also known as belly dancing – in the Middle East. 🎶

 https://t.co/K12N1Y6PU7"
312,0.0,2018-03-24 09:30:13,1.0,0.0,0.0,BBC,🥑A Cultural history of the avocado: https://t.co/jo1UyWlVw7 https://t.co/7VF6pBpG57
311,0.128,2018-03-24 09:31:26,0.85,0.065,0.085,BBC,RT @sportrelief: The nation has joined together for this year's #SportRelief pulling out all the stops to make their steps count. Well done…
310,0.4995,2018-03-24 09:31:30,0.867,0.0,0.133,BBC,"RT @sportrelief: A humongous THANK YOU to everyone who has taken part, fund-raised &amp; watched over the past weeks &amp; tonight. The #SportRelie…"
309,0.0,2018-03-24 09:32:59,1.0,0.0,0.0,BBC,"RT @bbcf1: Lewis Hamilton took the first pole of the season in spectacular style ⚡️

https://t.co/a7YDOx0FlQ"
308,0.0,2018-03-24 09:42:34,1.0,0.0,0.0,BBC,RT @BBCNewsNI: Prince Harry and Meghan Markle are visiting Northern Ireland https://t.co/ODxLd1LIr8 https://t.co/s0zPTXj3Tk
307,0.5411,2018-03-24 10:03:01,0.857,0.0,0.143,BBC,"""The enthusiastic viewer should feel he is almost the man on the spot!"" 

In 1949, the BBC announced it would telev… https://t.co/WEoPpkrW1V"
306,0.4215,2018-03-24 10:31:01,0.833,0.0,0.167,BBC,"Meet Hester, the 10-year-old visually impaired skier who's hoping for Paralympic gold one day. ⛷🥇https://t.co/6aiUaTc3yS"
305,0.0,2018-03-24 11:29:04,1.0,0.0,0.0,BBC,"How much do you know about horses? Take this quiz to see if you are an equestrian expert…🐴

https://t.co/ChGCB9Xi1W https://t.co/P9UgJ99nsx"
304,0.1867,2018-03-24 12:33:04,0.902,0.0,0.098,BBC,"Don't miss the highlights from the Gymnastics World Cup! 🤸🤸‍♀️🇬🇧

World Cup Gymnastics | @BBCOne | 2:05pm |… https://t.co/7mpufyeEMo"
303,0.0,2018-03-24 13:03:01,1.0,0.0,0.0,BBC,"Which animals are likely to become extinct in your lifetime? 🦏💔
https://t.co/9KwlmcNrWV"
302,0.296,2018-03-24 14:01:32,0.845,0.0,0.155,BBC,RT @bbcthree: The barber helping men with dementia relive their younger lives. https://t.co/p8axQVK836
301,0.0,2018-03-24 14:01:47,1.0,0.0,0.0,BBC,🚣 @clarebalding is live from the River Thames as @UniofOxford and @Cambridge_Uni  meet for one of the most iconic e… https://t.co/Ls9rtIYov4
300,-0.0772,2018-03-24 15:00:06,0.719,0.15,0.131,BBC,🤳How an Instagram video lost me my dream job in fashion: https://t.co/72yWgHdc1k https://t.co/fl3DxMcIL5
219,0.2732,2018-03-24 15:30:10,0.788,0.083,0.129,BBC,"Writer Sara Maitland has lived alone in rural Scotland for 20 years. 

Here are seven valuable life lessons we can… https://t.co/2eAqUlnwuA"
218,0.0,2018-03-24 17:01:01,1.0,0.0,0.0,BBC,"When proposals go wrong... 😳💍 #Doodlebugs 
https://t.co/8Yi6giWO3S"
217,0.3182,2018-03-24 18:02:01,0.777,0.0,0.223,BBC,"📺😂 @RomeshRanga is NOT a fan of Gogglebox. #LiveAtTheApollo
https://t.co/FHm9g6Emss"
216,0.5719,2018-03-24 18:44:04,0.748,0.0,0.252,BBC,Cambridge have won the men's and women's Boat Races. https://t.co/COTzXYuo4N 🏆 🚣 #BoatRace2018 https://t.co/6SQjF1ToSt
215,0.5859,2018-03-24 19:16:04,0.817,0.0,0.183,BBC,"""Beauty is your inside, it's your personality and what shines from beneath."" 

25-year-old rapper Paigey Cakey had… https://t.co/CVGr69Y0oO"
33,0.0,2018-03-24 20:00:02,1.0,0.0,0.0,CBS,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
133,0.0,2018-03-24 20:00:02,1.0,0.0,0.0,CBS,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
214,0.4767,2018-03-24 20:00:11,0.866,0.0,0.134,BBC,"The story of the last decade of Picasso's life, through the words of family and friends. 🎨

Picasso's Last Stand |… https://t.co/RyiuI8KgSk"
213,-0.3818,2018-03-24 20:34:01,0.885,0.115,0.0,BBC,"""I still see people screaming for help.""

This Sunday at 9pm on @BBCTwo, @REGYATES meets the people whose lives wer… https://t.co/RS16yXF17H"
32,0.9451,2018-03-24 22:21:23,0.58,0.0,0.42,CBS,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
132,0.9451,2018-03-24 22:21:23,0.58,0.0,0.42,CBS,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
131,0.7184,2018-03-24 22:21:26,0.667,0.0,0.333,CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
31,0.7184,2018-03-24 22:21:26,0.667,0.0,0.333,CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
130,0.0,2018-03-24 22:21:34,1.0,0.0,0.0,CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
30,0.0,2018-03-24 22:21:34,1.0,0.0,0.0,CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
129,0.0,2018-03-24 22:21:37,1.0,0.0,0.0,CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
29,0.0,2018-03-24 22:21:37,1.0,0.0,0.0,CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
128,0.7003,2018-03-24 22:25:03,0.791,0.0,0.209,CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
28,0.7003,2018-03-24 22:25:03,0.791,0.0,0.209,CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
27,-0.34,2018-03-24 22:46:43,0.7,0.185,0.115,CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
127,-0.34,2018-03-24 22:46:43,0.7,0.185,0.115,CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
26,0.5399,2018-03-24 22:46:53,0.801,0.0,0.199,CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
126,0.5399,2018-03-24 22:46:53,0.801,0.0,0.199,CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
212,-0.4215,2018-03-25 07:02:00,0.859,0.141,0.0,BBC,When the clocks have gone forward but there's no way you're getting out of bed yet. 🙅‍♂️⏰#DaylightSavings https://t.co/cHBPV3ITsQ
211,0.0,2018-03-25 07:34:02,1.0,0.0,0.0,BBC,You learn something new every day. Here's how to poo a baby jaguar. 🤷💩#BigCatsAboutTheHouse https://t.co/Eg5rF1414b
210,-0.25,2018-03-25 08:00:12,0.743,0.153,0.104,BBC,A woman who drinks 30 cans a day says her addiction to energy drinks is worse than gambling.… https://t.co/d11ATW0F0f
209,0.0,2018-03-25 08:43:22,1.0,0.0,0.0,BBC,RT @BBCSport: A simply astonishing confession from Australia captain Steve Smith and batsman Cameron Bancroft 😳 https://t.co/YaE7fBZamq
208,-0.4019,2018-03-25 08:43:26,0.899,0.101,0.0,BBC,"RT @bbcweather: #Winter may not be done with us yet, as colder continental air fights back against milder maritime air across the UK this w…"
207,0.5719,2018-03-25 08:43:31,0.764,0.0,0.236,BBC,"RT @BBCScotland: Up your brunch game with perfect poached eggs.

via @bbcthesocial https://t.co/1imXNeOZ9d"
