,Compound,Date,Negative,Neutral,Positive,Source,Text
457,0.0387,2018-03-26 18:58:56,0.954,0.0,0.046,CNN,"""We want to work with Russia, but the ball's in their court. It is up to them on whether we're going to have a frui… https://t.co/9Ljpeywrpy"
287,0.0,2018-03-26 19:00:09,1.0,0.0,0.0,nytimes,Is Kim Jong-un visiting China? A video that appears to show an old-style green train arriving in Beijing is fueling… https://t.co/tUiZEF9TtH
456,0.0,2018-03-26 19:00:52,1.0,0.0,0.0,CNN,Stormy Daniels' lawyer says to expect more evidence of alleged Donald Trump affair in coming weeks and months… https://t.co/BeoICa4QT0
0,-0.6249,2018-03-26 19:03:02,0.806,0.194,0.0,BBC,"Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight… https://t.co/PVSIcvCGc9"
100,-0.6249,2018-03-26 19:03:02,0.806,0.194,0.0,BBC,"Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight… https://t.co/PVSIcvCGc9"
286,0.296,2018-03-26 19:03:10,0.879,0.0,0.121,nytimes,RT @bydanielvictor: Here's what the Saints require cheerleaders to do to “protect” themselves from players  https://t.co/61MXS7G0kS https:/…
278,0.2263,2018-03-26 19:09:39,0.853,0.0,0.147,FoxNews,RT @FoxBusiness: Microsoft will be worth $1T within year: Morgan Stanley https://t.co/8f6P3uKTW4
285,-0.7003,2018-03-26 19:10:03,0.756,0.244,0.0,nytimes,Some of the children trapped by the fire sent farewell messages through their social media accounts. Many were repo… https://t.co/yzbFWU01nz
455,0.0,2018-03-26 19:15:06,1.0,0.0,0.0,CNN,"""Pacific Rim Uprising"" dethrones ""Black Panther"" at the box office https://t.co/kYMhyW4Dbl https://t.co/MSmqF4DGaC"
454,0.0,2018-03-26 19:15:59,1.0,0.0,0.0,CNN,Senate Majority Leader Mitch McConnell announced that he will introduce a bill that would remove hemp from the cont… https://t.co/ELFEeKmzAX
453,-0.5423,2018-03-26 19:18:39,0.829,0.171,0.0,CNN,Most Americans already thought Trump was a cheater before the Stormy Daniels interview | Analysis by CNN's Harry En… https://t.co/BrEaGNh47J
284,-0.5267,2018-03-26 19:20:01,0.855,0.145,0.0,nytimes,The Democratic primary for governor may be less than a week old but the battle between Gov. Cuomo and Cynthia Nixon… https://t.co/7JGUwM3CeI
452,0.0,2018-03-26 19:26:20,1.0,0.0,0.0,CNN,Thousands of new voters signed up during the March for Our Lives https://t.co/G9zldsbuXo https://t.co/VrrnJmYadm
283,0.0,2018-03-26 19:30:05,1.0,0.0,0.0,nytimes,RT @poniewozik: Stormy Daniels spanked Donald Trump with a network newsmagazine. https://t.co/prQASw7buB
451,0.0,2018-03-26 19:30:05,1.0,0.0,0.0,CNN,"Anderson Cooper's Stormy Daniels interview draws highest ratings for ""60 Minutes"" in 10 years… https://t.co/MRFhedglwf"
277,-0.8271,2018-03-26 19:31:34,0.539,0.461,0.0,FoxNews,"Father, son killed in collapse inside silo at Wisconsin farm https://t.co/s4Vd4KkuD6"
450,0.0258,2018-03-26 19:35:43,0.95,0.0,0.05,CNN,Don't count out Microsoft in the race to $1 trillion. Analysts at Morgan Stanley say the company could reach that m… https://t.co/QgiQWj1Tfv
276,0.0,2018-03-26 19:36:46,1.0,0.0,0.0,FoxNews,"White House: Stormy Daniels is 'inconsistent,' Trump doesn't believe her claims are 'accurate' - via @brookefoxnews 
https://t.co/ueX4gGk6Gp"
282,0.5423,2018-03-26 19:40:04,0.653,0.06,0.286,nytimes,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/PUJaP3jtoZ
449,0.0772,2018-03-26 19:40:08,0.804,0.09,0.106,CNN,"A strange and unsettling sight greeted passersby in central London: Life-sized sculptures of 84 men, perched on the… https://t.co/39tCXe9zcV"
448,0.4019,2018-03-26 19:45:07,0.856,0.0,0.144,CNN,"Rubio reiterates support for ""red flag"" laws after facing heat from March for Our Lives students… https://t.co/B2pqL6DwyL"
275,-0.1779,2018-03-26 19:48:00,0.884,0.116,0.0,FoxNews,"'13 Prosecutors, 30 FBI Agents': @Judgenap Says #Trump Must Take Mueller Probe Seriously https://t.co/rnBgaomvAV"
281,0.0,2018-03-26 19:50:01,1.0,0.0,0.0,nytimes,"RT @nytimesarts: The diverse and strongly-reviewed ""One Day at a Time"" has been renewed for a third season on Netflix https://t.co/A9Rjr0qd…"
274,-0.1027,2018-03-26 19:59:00,0.865,0.135,0.0,FoxNews,"Netanyahu, wife, son questioned by police in corruption case https://t.co/oZyoJAmlbE"
447,-0.34,2018-03-26 20:00:09,0.821,0.179,0.0,CNN,White House says Trump continues to deny Stormy Daniels affair https://t.co/cZHcq6mNrT https://t.co/zDYRYICyJl
446,-0.4767,2018-03-26 20:04:40,0.86,0.14,0.0,CNN,"RT @CNNMoney: .@AriannaHuff says it’s a ""dangerous moment"" for tech companies today and thinks it’s the responsibility of media outlets to…"
445,0.0,2018-03-26 20:07:04,1.0,0.0,0.0,CNN,Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year… https://t.co/Rzp9daYjdQ
280,0.5267,2018-03-26 20:10:03,0.793,0.0,0.207,nytimes,"Review: ""Angels in America,"" starring Andrew Garfield and Nathan Lane, is ""flat-out fabulous"" https://t.co/QNh39X6QwQ"
444,0.5267,2018-03-26 20:11:28,0.841,0.0,0.159,CNN,The Dow surged 669 points — its third-biggest point gain in history — in a sharp reversal after the stock market's… https://t.co/Eb89RmYUBm
273,0.0,2018-03-26 20:12:45,1.0,0.0,0.0,FoxNews,RT @FoxBusiness: At the close: The markets surged after China said it's open to trade talks with the U.S. The three major averages saw bigg…
443,-0.5106,2018-03-26 20:15:03,0.82,0.18,0.0,CNN,Wrongly-convicted man gets job back with the White Sox after 23 years in prison https://t.co/8aRy6SP5uV https://t.co/3tN28LWoz2
199,0.0,2018-03-26 20:20:05,1.0,0.0,0.0,nytimes,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY"
99,0.0,2018-03-26 20:20:05,1.0,0.0,0.0,nytimes,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY"
272,-0.9062,2018-03-26 20:22:00,0.514,0.486,0.0,FoxNews,Houthi rebels' rocket attack on Saudi Arabia kills 1 as Yemen war hits year three (via @christocarbone) https://t.co/Fu6osTv568
442,0.4767,2018-03-26 20:24:16,0.866,0.0,0.134,CNN,"President Trump's approval rating rose to 42% in a new CNN poll, its highest level since the 100-day mark of Trump'… https://t.co/DhZPEX4utL"
198,0.0,2018-03-26 20:30:05,1.0,0.0,0.0,nytimes,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO
98,0.0,2018-03-26 20:30:05,1.0,0.0,0.0,nytimes,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO
441,0.0,2018-03-26 20:30:18,1.0,0.0,0.0,CNN,"What to expect in Season 3 of ""Stranger Things"" https://t.co/fGrqwjbRs0 https://t.co/iiJmhIWE2G"
271,-0.5267,2018-03-26 20:31:21,0.805,0.195,0.0,FoxNews,"Orlando nightclub shooter's father, an FBI informant, brushed off son's terror comments, agent says https://t.co/m1HPaD9ZCd"
440,0.0,2018-03-26 20:33:25,1.0,0.0,0.0,CNN,RT @AC360: Anderson Cooper's interview with Stormy Daniels replays tonight 8p ET on CNN https://t.co/DwVRnDI7kX https://t.co/qbTfLdNI0F
270,0.4404,2018-03-26 20:35:00,0.664,0.114,0.221,FoxNews,"""Everything that could go wrong was shutting down inside of me.”

Rocker Alice Cooper, who saw his good friends and… https://t.co/zPLO569jKF"
359,-0.2263,2018-03-26 20:36:34,0.894,0.106,0.0,CNN,BREAKING: Porn star Stormy Daniels has filed a lawsuit for defamation against President Donald Trump's personal att… https://t.co/jVNSLCIL7n
97,-0.8225,2018-03-26 20:41:03,0.636,0.364,0.0,nytimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43
197,-0.8225,2018-03-26 20:41:03,0.636,0.364,0.0,nytimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43
121,0.0,2018-03-26 20:42:48,1.0,0.0,0.0,CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
21,0.0,2018-03-26 20:42:48,1.0,0.0,0.0,CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
358,0.0,2018-03-26 20:45:05,1.0,0.0,0.0,CNN,"The IRS is still using fax machines. It's time for a makeover, writes Lynn Jenkins for @CNNOpinion.… https://t.co/eanhKhTfqo"
269,0.0,2018-03-26 20:48:00,1.0,0.0,0.0,FoxNews,King Tutankhamun bombshell? Mysterious pharaoh may have been a boy soldier https://t.co/hTRJjegalo
196,-0.34,2018-03-26 20:50:05,0.902,0.098,0.0,nytimes,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…"
96,-0.34,2018-03-26 20:50:05,0.902,0.098,0.0,nytimes,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…"
357,0.5106,2018-03-26 20:51:02,0.798,0.0,0.202,CNN,"New York's historic Trinity Church, which survived 9/11, now has metal detectors https://t.co/HK0vR5rvXa https://t.co/2bfYUxJh4Q"
195,0.0,2018-03-26 21:00:13,1.0,0.0,0.0,nytimes,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…"
95,0.0,2018-03-26 21:00:13,1.0,0.0,0.0,nytimes,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…"
356,0.0,2018-03-26 21:00:16,1.0,0.0,0.0,CNN,India will be Uber's last stand in Asia https://t.co/eFzQV5GLxX https://t.co/E0NqzysSCP
268,-0.5719,2018-03-26 21:01:05,0.701,0.299,0.0,FoxNews,A 380-lb girl with a genetic disorder that causes constant hunger crowned a pageant queen https://t.co/UtG7t931kX
355,0.7137,2018-03-26 21:01:15,0.762,0.0,0.238,CNN,".@AriannaHuff is one of the most influential women in media, but today she defines herself as a wellness guru and a… https://t.co/i35ti2wGve"
267,-0.296,2018-03-26 21:11:09,0.82,0.18,0.0,FoxNews,'Beginning of the end?' No new babies for endangered whales https://t.co/E4EQ0gAdbM
354,-0.2732,2018-03-26 21:15:10,0.84,0.16,0.0,CNN,Rolling back Dodd-Frank regulations could put big banks at risk https://t.co/dapCRn93zA https://t.co/yybiTGTlaL
353,-0.4019,2018-03-26 21:15:40,0.876,0.124,0.0,CNN,The NTSB has released a preliminary report on a deadly helicopter crash in New York's East River. Here are key poin… https://t.co/qGV0tO2WUf
94,-0.3818,2018-03-26 21:17:06,0.874,0.126,0.0,nytimes,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7
194,-0.3818,2018-03-26 21:17:06,0.874,0.126,0.0,nytimes,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7
266,0.0,2018-03-26 21:18:00,1.0,0.0,0.0,FoxNews,"#Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/Bo2ib1Flw3"
352,0.0,2018-03-26 21:21:09,1.0,0.0,0.0,CNN,The prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the… https://t.co/vVCVy8lFk9
351,0.0,2018-03-26 21:25:20,1.0,0.0,0.0,CNN,Anderson Cooper's interview with Stormy Daniels replays tonight at 8p ET on CNN https://t.co/PFiSPtjFmu https://t.co/oMg2uv4rS9
265,-0.4939,2018-03-26 21:26:51,0.802,0.198,0.0,FoxNews,OPINION: Did Facebook’s ‘favors’ for the Obama campaign constitute a violation of federal law?  https://t.co/guRc6TqvVn
350,0.0772,2018-03-26 21:30:19,0.894,0.0,0.106,CNN,These are the lawmakers who want Mark Zuckerberg to testify https://t.co/cvzP44pN3m https://t.co/TpGiEKoRft
